img1,img2,label
051/frontal/01.jpg,051/profile/04.jpg,1
251/frontal/09.jpg,251/profile/03.jpg,1
196/frontal/08.jpg,155/profile/04.jpg,0
021/frontal/03.jpg,021/profile/03.jpg,1
382/frontal/06.jpg,382/profile/03.jpg,1
053/frontal/06.jpg,053/profile/01.jpg,1
064/frontal/09.jpg,060/profile/03.jpg,0
184/frontal/05.jpg,190/profile/03.jpg,0
283/frontal/08.jpg,295/profile/04.jpg,0
074/frontal/05.jpg,074/profile/01.jpg,1
086/frontal/06.jpg,094/profile/04.jpg,0
195/frontal/01.jpg,195/profile/02.jpg,1
334/frontal/05.jpg,334/profile/04.jpg,1
173/frontal/04.jpg,162/profile/03.jpg,0
123/frontal/10.jpg,123/profile/02.jpg,1
225/frontal/01.jpg,250/profile/03.jpg,0
021/frontal/06.jpg,021/profile/02.jpg,1
440/frontal/10.jpg,425/profile/04.jpg,0
393/frontal/05.jpg,391/profile/02.jpg,0
158/frontal/09.jpg,173/profile/01.jpg,0
467/frontal/09.jpg,484/profile/03.jpg,0
191/frontal/04.jpg,169/profile/04.jpg,0
322/frontal/02.jpg,324/profile/04.jpg,0
224/frontal/03.jpg,250/profile/01.jpg,0
021/frontal/02.jpg,021/profile/03.jpg,1
491/frontal/05.jpg,491/profile/03.jpg,1
082/frontal/04.jpg,083/profile/03.jpg,0
297/frontal/02.jpg,258/profile/03.jpg,0
483/frontal/06.jpg,483/profile/01.jpg,1
100/frontal/08.jpg,099/profile/03.jpg,0
479/frontal/07.jpg,479/profile/01.jpg,1
059/frontal/07.jpg,059/profile/01.jpg,1
212/frontal/02.jpg,212/profile/02.jpg,1
384/frontal/03.jpg,384/profile/02.jpg,1
048/frontal/08.jpg,008/profile/02.jpg,0
333/frontal/05.jpg,333/profile/03.jpg,1
121/frontal/03.jpg,121/profile/01.jpg,1
082/frontal/09.jpg,068/profile/04.jpg,0
135/frontal/04.jpg,135/profile/02.jpg,1
174/frontal/02.jpg,170/profile/04.jpg,0
389/frontal/09.jpg,354/profile/04.jpg,0
412/frontal/09.jpg,412/profile/02.jpg,1
248/frontal/10.jpg,248/profile/02.jpg,1
181/frontal/07.jpg,181/profile/04.jpg,1
012/frontal/01.jpg,009/profile/02.jpg,0
255/frontal/05.jpg,255/profile/01.jpg,1
144/frontal/03.jpg,144/profile/03.jpg,1
351/frontal/06.jpg,378/profile/02.jpg,0
427/frontal/10.jpg,404/profile/04.jpg,0
320/frontal/02.jpg,320/profile/02.jpg,1
397/frontal/04.jpg,399/profile/01.jpg,0
500/frontal/06.jpg,484/profile/01.jpg,0
350/frontal/02.jpg,334/profile/03.jpg,0
009/frontal/10.jpg,040/profile/04.jpg,0
058/frontal/01.jpg,058/profile/04.jpg,1
074/frontal/10.jpg,074/profile/02.jpg,1
132/frontal/02.jpg,119/profile/01.jpg,0
017/frontal/08.jpg,047/profile/04.jpg,0
244/frontal/04.jpg,244/profile/04.jpg,1
019/frontal/06.jpg,005/profile/01.jpg,0
050/frontal/01.jpg,050/profile/01.jpg,1
158/frontal/06.jpg,158/profile/03.jpg,1
312/frontal/04.jpg,346/profile/02.jpg,0
241/frontal/01.jpg,235/profile/02.jpg,0
051/frontal/08.jpg,089/profile/04.jpg,0
121/frontal/03.jpg,104/profile/03.jpg,0
432/frontal/02.jpg,403/profile/04.jpg,0
489/frontal/09.jpg,489/profile/04.jpg,1
336/frontal/04.jpg,335/profile/02.jpg,0
244/frontal/05.jpg,244/profile/03.jpg,1
057/frontal/03.jpg,057/profile/01.jpg,1
361/frontal/03.jpg,390/profile/02.jpg,0
143/frontal/08.jpg,143/profile/03.jpg,1
044/frontal/03.jpg,033/profile/01.jpg,0
458/frontal/04.jpg,458/profile/03.jpg,1
468/frontal/01.jpg,482/profile/01.jpg,0
311/frontal/07.jpg,306/profile/01.jpg,0
062/frontal/03.jpg,062/profile/02.jpg,1
191/frontal/08.jpg,191/profile/01.jpg,1
162/frontal/04.jpg,162/profile/01.jpg,1
462/frontal/02.jpg,475/profile/01.jpg,0
087/frontal/04.jpg,062/profile/04.jpg,0
169/frontal/04.jpg,177/profile/04.jpg,0
021/frontal/05.jpg,021/profile/01.jpg,1
228/frontal/03.jpg,228/profile/04.jpg,1
114/frontal/03.jpg,114/profile/04.jpg,1
038/frontal/05.jpg,049/profile/01.jpg,0
272/frontal/08.jpg,272/profile/04.jpg,1
176/frontal/01.jpg,189/profile/03.jpg,0
370/frontal/03.jpg,370/profile/02.jpg,1
057/frontal/09.jpg,060/profile/04.jpg,0
193/frontal/09.jpg,195/profile/02.jpg,0
006/frontal/07.jpg,006/profile/03.jpg,1
321/frontal/05.jpg,329/profile/01.jpg,0
420/frontal/03.jpg,420/profile/02.jpg,1
436/frontal/03.jpg,404/profile/03.jpg,0
328/frontal/06.jpg,328/profile/03.jpg,1
390/frontal/09.jpg,385/profile/03.jpg,0
278/frontal/08.jpg,289/profile/02.jpg,0
381/frontal/03.jpg,381/profile/03.jpg,1
052/frontal/06.jpg,052/profile/01.jpg,1
082/frontal/10.jpg,082/profile/02.jpg,1
463/frontal/08.jpg,476/profile/01.jpg,0
246/frontal/04.jpg,246/profile/04.jpg,1
438/frontal/07.jpg,428/profile/02.jpg,0
385/frontal/02.jpg,385/profile/01.jpg,1
152/frontal/04.jpg,152/profile/01.jpg,1
060/frontal/02.jpg,060/profile/03.jpg,1
059/frontal/04.jpg,059/profile/01.jpg,1
466/frontal/02.jpg,491/profile/03.jpg,0
133/frontal/02.jpg,108/profile/04.jpg,0
351/frontal/09.jpg,351/profile/04.jpg,1
234/frontal/04.jpg,250/profile/03.jpg,0
